IMAGE ID,time stamp,likes,no.of comments,post_Metadata,post link
5289_7,02-02-2022,2330,1,#bridewear#indianweddingwear#weddingjewellery#pellikuthruwear#jewellery,https://www.instagram.com/p/CZeZO2svTNG/?utm_source=ig_web_copy_link
5289_8,20-01-2022,3589,1,#bridewear#weddingjewelleryset#weddingjewellery#pellikuthruwear#jewellery,https://www.instagram.com/p/CY9ebKOvyeh/?utm_source=ig_web_copy_link
5289_9,19-01-2022,1117,1,#BrideGroomWear#Pellikodukuwear,https://www.instagram.com/p/CY6u2QqtvQa/?utm_source=ig_web_copy_link
5289_10,18-01-2022,2541,0,#Bridejewellery#pellikuturujewellery#weddingjewellery#jewellery,https://www.instagram.com/p/CY4Q1ICt85T/?utm_source=ig_web_copy_link
5289_11,18-01-2022,8161,43,#Bridejewellery#pellikuturujewellery#weddingjewellery#jewellery,https://www.instagram.com/p/CYyit05Pxeg/?utm_source=ig_web_copy_link
5280_1,27-07-2022,1147,3, ShortNecklace,https://www.instagram.com/p/CggbPwJFWYy/?utm_source=ig_web_copy_link
5280_2,27-07-2022,1851,7,#stonebangles#Gold Polished Bangles!!!,https://www.instagram.com/p/CggPWGlFRPo/?utm_source=ig_web_copy_link
5280_3,27-07-2022,1478,6, #Short Necklace!!#necklase#weddingjewellery,https://www.instagram.com/p/CgeYeYIF_5-/
5280_4,27-07-2022,2045,6,#jewelleryset#Gold Polish Short Necklace!!,https://www.instagram.com/p/CgeBWQLFrjL/?utm_source=ig_web_copy_link
5280_5,27-07-2022,2337,3,#Short Necklace - Ruby!!#jewelleyset,https://www.instagram.com/p/CgZdAkhlhUb/?utm_source=ig_web_copy_link
5280_6,25-07-2022,2183,9,#Long Haram - Green,https://www.instagram.com/p/CgZD5G1lT6f/?utm_source=ig_web_copy_link
5280_7,24-07-2022,1175,2,"#stonebangles #Antique_Polished Bangles
",https://www.instagram.com/p/CgYxikuFb0u/?utm_source=ig_web_copy_link
5280_8,24-07-2022,2663,8, Beaded Long Haram - Maroon Beded!!!,https://www.instagram.com/p/CgW43imFKA-/?utm_source=ig_web_copy_link
5280_9,24-07-2022,2006,8,#Polished Pendant!!!,https://www.instagram.com/p/CgWgtgoFR2d/?utm_source=ig_web_copy_link
5280_10,23-07-2022,2520,3,#Rose Gold Short Necklace!!!#necklase#weddingjewellery#stonenecklace,https://www.instagram.com/p/CgWCwYcF98Y/?utm_source=ig_web_copy_link
5280_11,23-07-2022,1811,9,#earrings#Enticing AD Jhumka!!!,https://www.instagram.com/p/CgV2KuOlPUD/?utm_source=ig_web_copy_link
5280_12,23-07-2022,2591,8,#Long Haram - Idol,https://www.instagram.com/p/CgUC9HGlvlA/?utm_source=ig_web_copy_link
5280_13,22-07-2022,2010,0,#EnticingChandbali - Multi Colour!!!#earrings#stonesearrings,https://www.instagram.com/p/CgTtSuXlwYZ/
5280_14,22-07-2022,1559,5,Short Necklace - Ruby!!#jewelleryset#earrings#necklase#stonenecklace,https://www.instagram.com/p/CgTgd8Ylagq/?utm_source=ig_web_copy_link
5280_15,21-07-2022,1715,4,#Long Haram#jewelleryset,https://www.instagram.com/p/CgRIdiTlam9/?utm_source=ig_web_copy_link
5280_16,21-07-2022,3503,6,#High Neck Chocker - Suitable for Small Neck - Ruby#jewelleryset,https://www.instagram.com/p/CgQzX58le79/?utm_source=ig_web_copy_link
5280_17,21-07-2022,2226,5,#ShortNecklace!!!#jewelleryset,https://www.instagram.com/p/CgPPT2IF0yI/?utm_source=ig_web_copy_link
5280_18,21-07-2022,3111,9,#jewelleryset#Gold Polish AD Short and Long Haram Combo - Green,https://www.instagram.com/p/CgOr7afF_7T/?utm_source=ig_web_copy_link
5280_19,20-07-2022,1077,5,High-neck Chocker!!#jewelleryset,https://www.instagram.com/p/CgOf5BIF2KX/?utm_source=ig_web_copy_link
5280_20,20-07-2022,2178,2,#Long Haram - Ruby#jewelleryset#earrings,https://www.instagram.com/p/CgOQ2SAFGev/?utm_source=ig_web_copy_link
5280_21,19-07-2022,2337,10,#Polished Bangles - Rubys#stonebangles,https://www.instagram.com/p/CgMqAiblsZn/?utm_source=ig_web_copy_link
5280_22,19-07-2022,1420,4,#Long Haram Pendant - Black beads#blackbeadschain#jellewryset#earrings,https://www.instagram.com/p/CgMUGuyl054/?utm_source=ig_web_copy_link
5280_23,19-07-2022,3737,11,#Beaded Long Haram!!!,https://www.instagram.com/p/CgL6uoSFci1/?utm_source=ig_web_copy_link
5280_24,18-07-2022,1056,2,#Three Layered Mangtikka,https://www.instagram.com/p/CgKNW_LFSUV/?utm_source=ig_web_copy_link
5280_25,18-07-2022,1435,4,#Earchain (Matiles),https://www.instagram.com/p/CgJ0roGl68A/?utm_source=ig_web_copy_link
5280_26,18-07-2022,3105,15,"Gold Polish AD Short Necklace - Blue",https://www.instagram.com/p/CgJel6JFzLc/?utm_source=ig_web_copy_link
5280_27,18-07-2022,2910,11,Simple Antique Chandbali!!!,https://www.instagram.com/p/CgJEGStl74q/?utm_source=ig_web_copy_link
5280_28,17-07-2022,1487,3,Three Layered Mangtikka!!!,https://www.instagram.com/p/CgHYZ2ploL-/?utm_source=ig_web_copy_link
5280_29,17-07-2022,2138,5," Beaded Long Haram!!!
",https://www.instagram.com/p/CgGgk7XFuch/?utm_source=ig_web_copy_link
5280_30,16-07-2022,3706,25, High-neck Chocker!!,https://www.instagram.com/p/CgE6BFglJCi/?utm_source=ig_web_copy_link
5280_31,16-07-2022,3123,3, ShortNecklace!!!,https://www.instagram.com/p/CgEJmtzF1Pc/?utm_source=ig_web_copy_link
5280_32,16-07-2022,3706,25,High-neck Chocker!!,https://www.instagram.com/p/CgE6BFglJCi/?utm_source=ig_web_copy_linkk
5280_33,16-07-2022,3123,13,ShortNecklace,https://www.instagram.com/p/CgEJmtzF1Pc/?utm_source=ig_web_copy_linkk
5280_34,15-07-2022,2150,13, Polished Big Size Jhumka,https://www.instagram.com/p/CgB3W8HlDRJ/?utm_source=ig_web_copy_link
5280_35,15-07-2022,2080,5,ShortNecklace,https://www.instagram.com/p/CgBTiuIlSvZ/?utm_source=ig_web_copy_link
5280_36,15-07-2022,5712,19, Long Haram Pendant - Maroon,https://www.instagram.com/p/Cf_ccDUlL6M/?utm_source=ig_web_copy_link
5280_37,14-07-2022,2900,5,Short Necklace!,https://www.instagram.com/p/Cf-3M0ullPQ/?utm_source=ig_web_copy_link
5280_38,13-07-2022,3682,3,Peacock Short Necklace!!,https://www.instagram.com/p/Cf9GAvbl_-B/?utm_source=ig_web_copy_link
5280_39,13-07-2022,2835,11,Polished Pendant!!!,https://www.instagram.com/p/Cf8l_stF9jh/?utm_source=ig_web_copy_link
5280_40,13-07-2022,1401,2,ShortNecklace,https://www.instagram.com/p/Cf8Sq4-l06g/?utm_source=ig_web_copy_link
5280_41,12-07-2022,1808,5, Polished Bangles,https://www.instagram.com/p/Cf6ZyYklXVj/?utm_source=ig_web_copy_link
5280_42,12-07-2022,3497,16, Short Necklace!,https://www.instagram.com/p/Cf6F1phFppq/?utm_source=ig_web_copy_link
5280_43,12-07-2022,1931,5,Non Idol Hip-chain,https://www.instagram.com/p/Cf5pwu7FC0p/?utm_source=ig_web_copy_link
5280_44,11-07-2022,3093,18,"White Stone Short Necklace - Blue!!
",https://www.instagram.com/p/Cf32-k8le-8/?utm_source=ig_web_copy_link
5280_45,11-07-2022,4023,20,Long Haram!!!,https://www.instagram.com/p/Cf3G_CPF274/?utm_source=ig_web_copy_link
5280_46,10-07-2022,2876,9,"Gold Polish AD Short Necklace ",https://www.instagram.com/p/Cf1Bl17FCkr/?utm_source=ig_web_copy_link
5280_47,09-07-2022,3723,12, Polished Bangles!,https://www.instagram.com/p/CfytIj8li0y/?utm_source=ig_web_copy_link
5280_48,09-07-2022,2454,13,Short Necklace,https://www.instagram.com/p/Cfx5uJDFHbJ/
5280_49,09-08-2022,3335,5,Long Haram!,https://www.instagram.com/p/CfwABbCFBLy/?utm_source=ig_web_copy_link
5280_50,08-09-2022,2231,6, ShortNecklace,https://www.instagram.com/p/CfvcokHlz3O/?utm_source=ig_web_copy_link
5280_51,07-10-2022,3114,6, ShortNecklace,https://www.instagram.com/p/CftpEPolEMp/?utm_source=ig_web_copy_link
5280_52,07-11-2022,1523,3,Black Antique High-neck Chocker,https://www.instagram.com/p/CftYM5OljJ6/?utm_source=ig_web_copy_link
5280_53,06-12-2022,29937,7," High-neck Chocker!!
",https://www.instagram.com/p/Cfq2dPVlJax/?utm_source=ig_web_copy_link
5280_54,04-07-2022,7426,10,AD Stone Hip-chain,https://www.instagram.com/p/CflupvIFWmb/?utm_source=ig_web_copy_link
5280_55,02-07-2022,6546,17, Beaded Long Haram,https://www.instagram.com/p/Cfg0g_pFvbM/?utm_source=ig_web_copy_link
5280_56,23-06-2022,9991,17, Guttapusalu Long Haram,https://www.instagram.com/p/CfJizVeFMEp/?utm_source=ig_web_copy_link
5280_57,22-06-2022,30557,25, Long Haram,https://www.instagram.com/p/CfG9kn3j5fR/?utm_source=ig_web_copy_link
5280_58,21-06-2022,12896,9,Enticing ShortNecklace - White,https://www.instagram.com/p/CfDnKQDD0P_/?utm_source=ig_web_copy_link
2833_29,06-07-2022,1879,0,#Nike,https://www.instagram.com/p/CfrAwuhK-Se/?utm_source=ig_web_copy_link
2833_30,06-07-2022,437,0,#crocks,https://www.instagram.com/p/Cfq0vkHKZI9/?utm_source=ig_web_copy_link
2833_31,05-07-2022,267,0,#Gucci,https://www.instagram.com/p/CfoV_QGIevB/?utm_source=ig_web_copy_link
2833_32,05-07-2022,187,0,#salvatore ferragamo,https://www.instagram.com/p/CfoAcpVNyyC/?utm_source=ig_web_copy_link
5280_59,18-06-2022,8026,15,Gold Polish AD Short Necklace - Green!,https://www.instagram.com/p/Ce8jFLUFwmP/?utm_source=ig_web_copy_link
5280_60,17-06-2022,8577,60, Beaded Long Haram,https://www.instagram.com/p/Ce6Rt2fPkcq/?utm_source=ig_web_copy_link
2833_33,04-07-2022,297,0,#Gucci Off,https://www.instagram.com/p/Cfl-goeogcP/?utm_source=ig_web_copy_link
5280_61,17-06-2022,5933,17,White Stone ShortNecklace,https://www.instagram.com/p/Ce5pWfrlFVT/?utm_source=ig_web_copy_link
5280_62,16-06-2022,7452,28, Polished Bangles!,https://www.instagram.com/p/Ce3A9Y2FMPV/?utm_source=ig_web_copy_link
2833_34,04-07-2022,1434,0,#puma,https://www.instagram.com/p/Cfl1QRboSDQ/?utm_source=ig_web_copy_link
5280_63,13-07-2022,27344,32, High Neck Chocker,https://www.instagram.com/p/CevvHAflh0D/?utm_source=ig_web_copy_link
2833_35,30-06-2022,6191,0,#Nike,https://www.instagram.com/p/Cfaxwk_hh9K/?utm_source=ig_web_copy_link
2833_36,29-06-2022,679,0,#BMW Motors,https://www.instagram.com/p/CfY-zZioaF6/?utm_source=ig_web_copy_link
5280_64,11-06-2022,5710,14,Gold Polish AD ShortNecklace!,https://www.instagram.com/p/CeqXqqrlWqU/?utm_source=ig_web_copy_link
2833_37,28-06-2022,462,0,#louis vuitton paris london,https://www.instagram.com/p/CfV7T7BIHV0/?utm_source=ig_web_copy_link
5280_65,09-06-2022,15593,25, ShortNecklace!,https://www.instagram.com/p/CeldMYAlzPl/?utm_source=ig_web_copy_link
5280_66,08-06-2022,10922,43, Beaded Mid Length Haram!,https://www.instagram.com/p/CeicXaKFDdA/?utm_source=ig_web_copy_link
2833_38,27-06-2022,1281,0,#Versace,https://www.instagram.com/p/CfS8y1voObw/?utm_source=ig_web_copy_link
2833_39,24-06-2022,685,0,#Asics,https://www.instagram.com/p/CfMFeIzhTru/
5280_67,07-06-2022,11263,25, AD ShortNecklace,https://www.instagram.com/p/CegbGuOPo7x/?utm_source=ig_web_copy_link
5280_68,01-06-2022,14516,27, Non Idol High Neck Chocker,https://www.instagram.com/p/CeQV9ScFKeB/?utm_source=ig_web_copy_link
2833_40,20-06-2022,3712,0,#Versace,https://www.instagram.com/p/CfCJiFwIlLx/?utm_source=ig_web_copy_link
5280_69,27-05-2022,7317,26, High-neck Chocker!!,https://www.instagram.com/p/CeJGzqHl5rF/?utm_source=ig_web_copy_link
5280_70,29-05-2022,6530,22,Enticing AD Jhumka - Small Size,https://www.instagram.com/p/CeItPC_lyBC/?utm_source=ig_web_copy_link
2833_41,18-06-2022,2323,0,#crocs,https://www.instagram.com/p/Ce73lNvhXs5/?utm_source=ig_web_copy_link
5280_71,26-05-2022,6336,18,Rose Gold ShortNecklace,https://www.instagram.com/p/CeBbyiPlAKr/
2833_42,18-06-2022,3747,0,#Love Moschino Sandals,https://www.instagram.com/p/Ce6w3ZTBzd3/?utm_source=ig_web_copy_link
2833_43,17-06-2022,7655,0,#Gucci,https://www.instagram.com/p/Ce6hm4GB7YL/?utm_source=ig_web_copy_link
5280_72,25-05-2022,7375,18,ShortNecklace,https://www.instagram.com/p/Cd-AogUFarj/?utm_source=ig_web_copy_link
5280_73,24-05-2022,5107,17,Enticing Chandbali - Green,https://www.instagram.com/p/Cd7g7Btl9Yc/?utm_source=ig_web_copy_link
2833_44,14-06-2022,261,0,#crocs,https://www.instagram.com/p/CeyiczkoMBo/?utm_source=ig_web_copy_link
2833_45,12-06-2022,891,0,#amg petronas motorsport,https://www.instagram.com/p/CetsMrFoM80/?utm_source=ig_web_copy_link
5280_74,26-05-2022,8746,33,Gold Polish AD Short Necklace!,https://www.instagram.com/p/CdznzFSFE-d/?utm_source=ig_web_copy_link
5280_75,13-05-2022,8284,19,ShortNecklace,https://www.instagram.com/p/CdfXdHHFaS_/?utm_source=ig_web_copy_link
2833_46,11-06-2022,705,0,#Adidas Neo Crew,https://www.instagram.com/p/CeqqwPkhSkg/
2833_47,07-06-2022,2955,0,#Quick Ni,https://www.instagram.com/p/CegsfpnBuUz/?utm_source=ig_web_copy_link
5280_76,11-05-2022,21571,97,Antique High Neck Chocker - Suitable for Small Neck!!!,https://www.instagram.com/p/CdaqPO8lJ-y/?utm_source=ig_web_copy_link
2833_48,07-06-2022,359,0,#Nike,https://www.instagram.com/p/CefrjLEBTjU/?utm_source=ig_web_copy_link
2833_49,05-06-2022,1308,0,#Versace,https://www.instagram.com/p/CeajN68ht7e/?utm_source=ig_web_copy_link
5280_77,10-05-2022,19952,50,Enticing  ShortNecklace,https://www.instagram.com/p/CdYM9jjly7K/?utm_source=ig_web_copy_link
5280_78,09-05-2022,10774,62, Beaded Long Haram,https://www.instagram.com/p/CdVcuRhIMxr/?utm_source=ig_web_copy_link
2833_50,03-06-2022,963,0,#Nike,https://www.instagram.com/p/CeVn7QsBPJl/
5280_79,07-05-2022,6017,14,ShortNecklace!!!,https://www.instagram.com/p/CdQWV3KlSii/?utm_source=ig_web_copy_link
2833_51,31-05-2022,1446,0,#Versace,https://www.instagram.com/p/CeOcmV-h-4h/?utm_source=ig_web_copy_link
2833_52,29-05-2022,763,0,#Adidas,https://www.instagram.com/p/CeJNlRNhqxZ/?utm_source=ig_web_copy_link
2833_53,27-05-2022,3184,0,#Adidas,https://www.instagram.com/p/CeEd09mB4Jt/?utm_source=ig_web_copy_link
2833_54,19-05-2022,8623,0,#Yankees,https://www.instagram.com/p/Cdv76NjBtJI/?utm_source=ig_web_copy_link
2833_55,12-05-2022,1509,0,#Givency Paris,https://www.instagram.com/p/Cdd4BcmI6gi/?utm_source=ig_web_copy_link
2833_56,12-05-2022,1263,0,#Gucci,https://www.instagram.com/p/CddBDAyosuV/
2833_57,05-05-2022,565,0,#Nike,https://www.instagram.com/p/CdKaVXzhLH7/?utm_source=ig_web_copy_link
